id,company_name,amount_in_dinars,project_title,duration,date,wilaya,commune,cancelled,cancellation_reason,source_post_id,source_link,source_image_url
57,مؤسسة جمع وإزالة القمامة تومي عاشور قسنطينة,4.155.480.00,جمع وكنس ورفع النفايات ، النفايات المنزلية وماشبهها. الحصة رقم 04: السكنات الاجتماعية بمحاذاة السوق + السكنات الترقوية + سكنات عدل + السكنات التساهمية الموجودة أمام السوق+سكنات حي 11 ديسمبر,360 يوم,2025/11/27,ميلة,تاجنانت,0,,830869449707826,https://www.facebook.com/permalink.php?story_fbid=pfbid02QX595Vgy3suFEhZy1mStpTfHX5iKdiMKevAuWhN98wUGRcMMvXnhLRvLEBBbR9ctl&id=100083543343398,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/604961783_830869399707831_5344751056257764690_n.jpg?stp=dst-jpg_tt6&cstp=mx1493x2048&ctp=s590x590&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=YRXjU43pL3MQ7kNvwHyqorA&_nc_oc=Adrpymv8F8ihy-gKwLIVGR9wIiJr8kHzpkwfHhEeQAac14CFis7l-v1Tt9nRhq6iAyc&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=TT3MdaR8B5yUFiWK4DzkjA&_nc_ss=72289&oh=00_AQATJbGQdUtGIbG701tRJ5lP3UaTXK4sy4ifcqBtBITk0g&oe=6A5FF1DC
58,مؤسسة جمع وإزالة القمامة تومي عاشور قسنطينة,4.284.000.00,جمع وكنس ورفع النفايات ، النفايات المنزلية وماشبهها. الحصة رقم 05: من محور الدوران أمام مسجد البشير الإبراهيمي إلى غاية المقبرة * الطريق الوطني من أمام المقبرة إلى غاية مفترق الطرق المؤدي إلى طريق البيض مرورا بمقر الدائرة * جميع السكنات المحاذية لمحطة المسافرين * حي الدالية + حي 08 ماي,360 يوم,2025/11/27,ميلة,تاجنانت,0,,830869449707826,https://www.facebook.com/permalink.php?story_fbid=pfbid02QX595Vgy3suFEhZy1mStpTfHX5iKdiMKevAuWhN98wUGRcMMvXnhLRvLEBBbR9ctl&id=100083543343398,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/604961783_830869399707831_5344751056257764690_n.jpg?stp=dst-jpg_tt6&cstp=mx1493x2048&ctp=s590x590&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=YRXjU43pL3MQ7kNvwHyqorA&_nc_oc=Adrpymv8F8ihy-gKwLIVGR9wIiJr8kHzpkwfHhEeQAac14CFis7l-v1Tt9nRhq6iAyc&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=TT3MdaR8B5yUFiWK4DzkjA&_nc_ss=72289&oh=00_AQATJbGQdUtGIbG701tRJ5lP3UaTXK4sy4ifcqBtBITk0g&oe=6A5FF1DC
59,مؤسسة جمع و إزالة القمامة الياس قرابيط قسنطينة,"4.798.080,00",جمع وكنس ورفع النفايات ، النفايات المنزلية وماشابهها . الحصة رقم 06: الانطلاق من مركز التكوين المهني شارع بن عودة عمر محور دوران مسجد البشير الابراهيمي - إلى غاية نهاية شارع الخطاط أحمد مرور بالشارع الأخير من حي خطاط أحمد ، شارع الحرية ( مدرسة جمعون عيسى),360 يوم,2025-01-20,,قريش اسكندر,0,,830869449707826,https://www.facebook.com/permalink.php?story_fbid=pfbid02QX595Vgy3suFEhZy1mStpTfHX5iKdiMKevAuWhN98wUGRcMMvXnhLRvLEBBbR9ctl&id=100083543343398,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/605233206_830869426374495_5420253125973336783_n.jpg?stp=dst-jpg_tt6&cstp=mx1493x2048&ctp=s590x590&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=qiFfdy8g_4IQ7kNvwG3ctGj&_nc_oc=AdoeasoI_Vo2zMMkMp5bHuLF0GN7GBh2en_murI8JoIGRxa0cvZUTzc4zVoEaXnY_yo&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=TT3MdaR8B5yUFiWK4DzkjA&_nc_ss=72289&oh=00_AQCETSiu5XuvOjJb00dnpFEY6lHebt0_E7RU-t4-9oNZhg&oe=6A6003D7
60,مؤسسة جمع وإزالة القمامة سيرتا مرفيس آند كلين الخروب,"4.755.240,00",جمع وكنس ورفع النفايات ، النفايات المنزلية وماشابهها . الحصة رقم 07: حي 246 مسكن + التعاونية العقارية الأمل والإصلاح ( زغوان ) 50 جوينية العلوية + حي 18 فيفري,360 يوم,2025-01-20,,قريش اسكندر,0,,830869449707826,https://www.facebook.com/permalink.php?story_fbid=pfbid02QX595Vgy3suFEhZy1mStpTfHX5iKdiMKevAuWhN98wUGRcMMvXnhLRvLEBBbR9ctl&id=100083543343398,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/605233206_830869426374495_5420253125973336783_n.jpg?stp=dst-jpg_tt6&cstp=mx1493x2048&ctp=s590x590&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=qiFfdy8g_4IQ7kNvwG3ctGj&_nc_oc=AdoeasoI_Vo2zMMkMp5bHuLF0GN7GBh2en_murI8JoIGRxa0cvZUTzc4zVoEaXnY_yo&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=TT3MdaR8B5yUFiWK4DzkjA&_nc_ss=72289&oh=00_AQCETSiu5XuvOjJb00dnpFEY6lHebt0_E7RU-t4-9oNZhg&oe=6A6003D7
61,مؤسسة التأمين سلامة للتأمينات الجزائر - وكالة رقم: 23910 - عين السمارة - قسنطينة,716.306.79,تأمين عتاد النقل,سنة 2026,22 ديسـمبر 2025,ميلة,تاجنانت,0,,830819899712781,https://www.facebook.com/permalink.php?story_fbid=pfbid028KY8owhrHZvmc8AkSTNBTeNZQn1iCin9RyqMXRj1guVRuLqfBGjK1p16QAMAdM4sl&id=100083543343398,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/605613482_830819519712819_2283742555211672710_n.jpg?stp=dst-jpg_tt6&cstp=mx1448x2048&ctp=s720x720&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Nwb_DyHNpbsQ7kNvwH1EVNE&_nc_oc=AdodY_1pHBCg_v_lK_I2fi0_Ug5ijaq5akjtsylTwzjMv5DEZG9ik2ktWZNtIydIEMk&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=TT3MdaR8B5yUFiWK4DzkjA&_nc_ss=72289&oh=00_AQCjnmd1GNumHXblTqzLxjGKVUdpHyQgCeu4Ra5XCZviYg&oe=6A5FEDC4
62,مؤسسة التأمين سلامة للتأمينات الجزائر - وكالة رقم: 23910 - عين السمارة - قسنطينة,424.798.19,تأمين بنايات البلدية,سنة 2026,22 ديسـمبر 2025,ميلة,تاجنانت,0,,830819899712781,https://www.facebook.com/permalink.php?story_fbid=pfbid028KY8owhrHZvmc8AkSTNBTeNZQn1iCin9RyqMXRj1guVRuLqfBGjK1p16QAMAdM4sl&id=100083543343398,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/605613482_830819519712819_2283742555211672710_n.jpg?stp=dst-jpg_tt6&cstp=mx1448x2048&ctp=s720x720&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Nwb_DyHNpbsQ7kNvwH1EVNE&_nc_oc=AdodY_1pHBCg_v_lK_I2fi0_Ug5ijaq5akjtsylTwzjMv5DEZG9ik2ktWZNtIydIEMk&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=TT3MdaR8B5yUFiWK4DzkjA&_nc_ss=72289&oh=00_AQCjnmd1GNumHXblTqzLxjGKVUdpHyQgCeu4Ra5XCZviYg&oe=6A5FEDC4
63,مؤسسة التأمين سلامة للتأمينات الجزائر - وكالة رقم: 23910 - عين السمارة - قسنطينة,30.940.00,تأمين المسؤولية المدنية,سنة 2026,22 ديسـمبر 2025,ميلة,تاجنانت,0,,830819899712781,https://www.facebook.com/permalink.php?story_fbid=pfbid028KY8owhrHZvmc8AkSTNBTeNZQn1iCin9RyqMXRj1guVRuLqfBGjK1p16QAMAdM4sl&id=100083543343398,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/605613482_830819519712819_2283742555211672710_n.jpg?stp=dst-jpg_tt6&cstp=mx1448x2048&ctp=s720x720&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Nwb_DyHNpbsQ7kNvwH1EVNE&_nc_oc=AdodY_1pHBCg_v_lK_I2fi0_Ug5ijaq5akjtsylTwzjMv5DEZG9ik2ktWZNtIydIEMk&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=TT3MdaR8B5yUFiWK4DzkjA&_nc_ss=72289&oh=00_AQCjnmd1GNumHXblTqzLxjGKVUdpHyQgCeu4Ra5XCZviYg&oe=6A5FEDC4
64,مكتب الدراسات في هندسة الري ماتي سليم سطيف,"285.600,00",انجاز دراسة لربط السكنات المتواجدة بحي بلاد خطاط الجهة الشمالية بشبكة التطهير,68 يوم,2025/12/04,ميلة,تاجنانت,0,,830677119727059,https://www.facebook.com/permalink.php?story_fbid=pfbid0aVLiVqunCdeHr5dQ7UDxpsT7biAVsc5h4Y6gAoaxbRr8AvhQSfc7Hqryy2nHpGgUl&id=100083543343398,https://scontent.fpit1-1.fna.fbcdn.net/v/t39.30808-6/603843149_830677089727062_5336503330177398378_n.jpg?stp=dst-jpg_tt6&cstp=mx1460x2048&ctp=s720x720&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=FFcVFF1eEC8Q7kNvwGKZiVt&_nc_oc=Adp-4fjDuVJraGTgO3si608CACMuqAyr4edU9GeufCdsF_UblrLW7jZrffjFY0QhmlQ&_nc_zt=23&_nc_ht=scontent.fpit1-1.fna&_nc_gid=jIavPcT8YUn3DBq3A-TOxg&_nc_ss=72289&oh=00_AQAM49PtzUuIsnSYnqty3SEI-ovj_qwViY69RLGae-GCiw&oe=6A5FE1D5
65,م ذ ش و ذ م م سايلن انرجي العلمة,"3.877.020,00",إتمام اقتناء و تركيب أضواء الإنارة بمداخل ووسط المدينة ( الأضواء الشريطية الملونة LED) باقي الانجاز ش2,60 يوم,22 ديسمبر 2025,ميلة,تاجنانت,0,,830675943060510,https://www.facebook.com/permalink.php?story_fbid=pfbid02n7vvcW1VJpmftrSMutvUfhhBFKaa2ob5cdLr2xnViRqR2TN3s6uvVaVkqZXaew1ol&id=100083543343398,https://scontent.fpit1-1.fna.fbcdn.net/v/t39.30808-6/603873713_830675926393845_8622569655125029617_n.jpg?stp=dst-jpg_tt6&cstp=mx1460x2048&ctp=s720x720&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=6OG0jA1DKCoQ7kNvwGNV9Gn&_nc_oc=AdpCxCrvCI7rgKMfIPuehFajf_3G5-uVek03ewCR3qaU5naVTRMwSx569fpnzmqqw3A&_nc_zt=23&_nc_ht=scontent.fpit1-1.fna&_nc_gid=jIavPcT8YUn3DBq3A-TOxg&_nc_ss=72289&oh=00_AQA2zbeS1F01lkqcLRcIRy5gVxTLmgISYBpnxgAn7GPbdQ&oe=6A5FFEBA
66,نقل الأشخاص زغوب خالد مشتي فيض نافع - تاجنةت -,"1.980.000,00",النقل المدرسي لسنة 2026 الحصة رقم 01,180 يوما,,ميلة,تاجنةت,0,,827911730003598,https://www.facebook.com/permalink.php?story_fbid=pfbid02G7ffczJojsfw3mUpyE31jXaa8ZbrTYEV2nHA3t4YuN51E4ZSPYAvhhpQqHGbkhERl&id=100083543343398,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/601370954_827911216670316_1721582417868931189_n.jpg?stp=dst-jpg_tt6&cstp=mx1387x1918&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=COjgExLKwqwQ7kNvwF16BCO&_nc_oc=AdpFjYIVAbFT63h-IyUtbbnT_PjPaK6_-9lRDX57AcS1GJcvgFej74GDtNmLuiq-8KM&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&_nc_gid=aoLptiFXXCCjcur_Pz30DA&_nc_ss=7c289&oh=00_AQDBIzvy5ToTldlxpWZwXPEDIbSc02h8aL0hiItzdjPz2Q&oe=6A5FF082
67,نقل الأشخاص بوزندة لخضر مشتي الماء لبيض- تاجنةت -,"2.160.000,00",النقل المدرسي لسنة 2026 الحصة رقم 02,180 يوما,,ميلة,تاجنةت,0,,827911730003598,https://www.facebook.com/permalink.php?story_fbid=pfbid02G7ffczJojsfw3mUpyE31jXaa8ZbrTYEV2nHA3t4YuN51E4ZSPYAvhhpQqHGbkhERl&id=100083543343398,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/601370954_827911216670316_1721582417868931189_n.jpg?stp=dst-jpg_tt6&cstp=mx1387x1918&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=COjgExLKwqwQ7kNvwF16BCO&_nc_oc=AdpFjYIVAbFT63h-IyUtbbnT_PjPaK6_-9lRDX57AcS1GJcvgFej74GDtNmLuiq-8KM&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&_nc_gid=aoLptiFXXCCjcur_Pz30DA&_nc_ss=7c289&oh=00_AQDBIzvy5ToTldlxpWZwXPEDIbSc02h8aL0hiItzdjPz2Q&oe=6A5FF082
68,نقل الأشخاص بوزندة لخضر مشتي الماء لبيض- تاجنةت -,"2.286.000,00",النقل المدرسي لسنة 2026 الحصة رقم 03,180 يوما,,ميلة,تاجنةت,0,,827911730003598,https://www.facebook.com/permalink.php?story_fbid=pfbid02G7ffczJojsfw3mUpyE31jXaa8ZbrTYEV2nHA3t4YuN51E4ZSPYAvhhpQqHGbkhERl&id=100083543343398,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/601370954_827911216670316_1721582417868931189_n.jpg?stp=dst-jpg_tt6&cstp=mx1387x1918&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=COjgExLKwqwQ7kNvwF16BCO&_nc_oc=AdpFjYIVAbFT63h-IyUtbbnT_PjPaK6_-9lRDX57AcS1GJcvgFej74GDtNmLuiq-8KM&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&_nc_gid=aoLptiFXXCCjcur_Pz30DA&_nc_ss=7c289&oh=00_AQDBIzvy5ToTldlxpWZwXPEDIbSc02h8aL0hiItzdjPz2Q&oe=6A5FF082
69,نقل الأشخاص زدام أحمد شلغوم العيد,"2.249.100,00",النقل المدرسي لسنة 2026 الحصة رقم 04,180 يوما,,ميلة,تاجنةت,0,,827911730003598,https://www.facebook.com/permalink.php?story_fbid=pfbid02G7ffczJojsfw3mUpyE31jXaa8ZbrTYEV2nHA3t4YuN51E4ZSPYAvhhpQqHGbkhERl&id=100083543343398,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/601370954_827911216670316_1721582417868931189_n.jpg?stp=dst-jpg_tt6&cstp=mx1387x1918&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=COjgExLKwqwQ7kNvwF16BCO&_nc_oc=AdpFjYIVAbFT63h-IyUtbbnT_PjPaK6_-9lRDX57AcS1GJcvgFej74GDtNmLuiq-8KM&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&_nc_gid=aoLptiFXXCCjcur_Pz30DA&_nc_ss=7c289&oh=00_AQDBIzvy5ToTldlxpWZwXPEDIbSc02h8aL0hiItzdjPz2Q&oe=6A5FF082
70,نقل الأشخاص زدام أحمد شلغوم العيد,"2.249.100,00",النقل المدرسي لسنة 2026 الحصة رقم 05,180 يوما,,ميلة,تاجنةت,0,,827911730003598,https://www.facebook.com/permalink.php?story_fbid=pfbid02G7ffczJojsfw3mUpyE31jXaa8ZbrTYEV2nHA3t4YuN51E4ZSPYAvhhpQqHGbkhERl&id=100083543343398,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/601370954_827911216670316_1721582417868931189_n.jpg?stp=dst-jpg_tt6&cstp=mx1387x1918&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=COjgExLKwqwQ7kNvwF16BCO&_nc_oc=AdpFjYIVAbFT63h-IyUtbbnT_PjPaK6_-9lRDX57AcS1GJcvgFej74GDtNmLuiq-8KM&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&_nc_gid=aoLptiFXXCCjcur_Pz30DA&_nc_ss=7c289&oh=00_AQDBIzvy5ToTldlxpWZwXPEDIbSc02h8aL0hiItzdjPz2Q&oe=6A5FF082
71,نقل الأشخاص زدام أحمد شلغوم العيد,"1.906.380,00",النقل المدرسي لسنة 2026 الحصة رقم 06,180 يوما,,ميلة,تاجنةت,0,,827911730003598,https://www.facebook.com/permalink.php?story_fbid=pfbid02G7ffczJojsfw3mUpyE31jXaa8ZbrTYEV2nHA3t4YuN51E4ZSPYAvhhpQqHGbkhERl&id=100083543343398,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/601370954_827911216670316_1721582417868931189_n.jpg?stp=dst-jpg_tt6&cstp=mx1387x1918&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=COjgExLKwqwQ7kNvwF16BCO&_nc_oc=AdpFjYIVAbFT63h-IyUtbbnT_PjPaK6_-9lRDX57AcS1GJcvgFej74GDtNmLuiq-8KM&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&_nc_gid=aoLptiFXXCCjcur_Pz30DA&_nc_ss=7c289&oh=00_AQDBIzvy5ToTldlxpWZwXPEDIbSc02h8aL0hiItzdjPz2Q&oe=6A5FF082
72,نقل الأشخاص زدام أحمد شلغوم العيد,"1.906.380,00",النقل المدرسي لسنة 2026 الحصة رقم 07,180 يوما,,ميلة,تاجنةت,0,,827911730003598,https://www.facebook.com/permalink.php?story_fbid=pfbid02G7ffczJojsfw3mUpyE31jXaa8ZbrTYEV2nHA3t4YuN51E4ZSPYAvhhpQqHGbkhERl&id=100083543343398,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/601370954_827911216670316_1721582417868931189_n.jpg?stp=dst-jpg_tt6&cstp=mx1387x1918&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=COjgExLKwqwQ7kNvwF16BCO&_nc_oc=AdpFjYIVAbFT63h-IyUtbbnT_PjPaK6_-9lRDX57AcS1GJcvgFej74GDtNmLuiq-8KM&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&_nc_gid=aoLptiFXXCCjcur_Pz30DA&_nc_ss=7c289&oh=00_AQDBIzvy5ToTldlxpWZwXPEDIbSc02h8aL0hiItzdjPz2Q&oe=6A5FF082
73,نقل الأشخاص عبد الرزاق الربيع - تاجنةت -,"2.340.000,00",النقل المدرسي لسنة 2026 الحصة رقم 08,180 يوما,,ميلة,تاجنةت,0,,827911730003598,https://www.facebook.com/permalink.php?story_fbid=pfbid02G7ffczJojsfw3mUpyE31jXaa8ZbrTYEV2nHA3t4YuN51E4ZSPYAvhhpQqHGbkhERl&id=100083543343398,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-6/601370954_827911216670316_1721582417868931189_n.jpg?stp=dst-jpg_tt6&cstp=mx1387x1918&ctp=s590x590&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=COjgExLKwqwQ7kNvwF16BCO&_nc_oc=AdpFjYIVAbFT63h-IyUtbbnT_PjPaK6_-9lRDX57AcS1GJcvgFej74GDtNmLuiq-8KM&_nc_zt=23&_nc_ht=scontent-ord5-1.xx&_nc_gid=aoLptiFXXCCjcur_Pz30DA&_nc_ss=7c289&oh=00_AQDBIzvy5ToTldlxpWZwXPEDIbSc02h8aL0hiItzdjPz2Q&oe=6A5FF082
74,م ش و ذ م م بوراس عبد السلام للأشغال العمومية تاجنانت,"7.864.710,00",تهيئة ممرات بأحياء داخل مدينة تاجنانت,04 أشهر,2025/11/23,ميلة,تاجنانت,0,,824816940313077,https://www.facebook.com/permalink.php?story_fbid=pfbid035VpYwRT95qVM9VPWzVN4Cdcd39g82gmzDR3pPNS2Jt3jaQLoQZ1MejLTvdpXPAtl&id=100083543343398,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/600141991_824816903646414_906837665494725850_n.jpg?stp=dst-jpg_tt6&cstp=mx690x964&ctp=s720x720&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=FJONMMhN2SkQ7kNvwHhyOKS&_nc_oc=AdqTxngINWLIWELM_eR0PB_BKpBCLLtbXV38hfeWisgIug1jPXaX_La_9KziQnmQF6A&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=aoLptiFXXCCjcur_Pz30DA&_nc_ss=7c289&oh=00_AQBDW7L42oQEpqkfbPuK3GEAW7duQniaa5CjsIwjwletMQ&oe=6A5FF7D6
75,commerce de gros de produits liés a l'alimentations humaine Fateh bouguettaya CHELGOUM LAID,"25.292.278,70",fourniture et livraison de produits alimentaires générales,année 2026,10/12/2025,Mila,Tadjenanet,0,,824816543646450,https://www.facebook.com/permalink.php?story_fbid=pfbid02igJ2r2MUFRTPEogw5TWDaGjk95zxMyDhqf6SXYyeDVARs9PacRTgQqATpNMxuqJCl&id=100083543343398,https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-6/599961480_824816480313123_3717538123933303880_n.jpg?stp=dst-jpg_tt6&cstp=mx690x964&ctp=s590x590&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Hu-OQkJlztkQ7kNvwEVv7nQ&_nc_oc=Ado4M6-1WBTzevQHlHebvbSMblHnUerw8IzqtEd7wmk6KIzIfOYBUYiutNnKYQ6-Cwg&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&_nc_gid=vn9-iDnvc4LJ67tCodpf1w&_nc_ss=72289&oh=00_AQAZjUaYJwUAhphokYI4OjYHWidva0RlbeCk6O3yPYbEtQ&oe=6A5FEBB6
76,Boulangerie industrielle YASSER KOUKOU TADJENANET,"2.148.800,00",fourniture et livraison de Pain,année 2026,10/12/2025,Mila,Tadjenanet,0,,824816543646450,https://www.facebook.com/permalink.php?story_fbid=pfbid02igJ2r2MUFRTPEogw5TWDaGjk95zxMyDhqf6SXYyeDVARs9PacRTgQqATpNMxuqJCl&id=100083543343398,https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-6/599961480_824816480313123_3717538123933303880_n.jpg?stp=dst-jpg_tt6&cstp=mx690x964&ctp=s590x590&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Hu-OQkJlztkQ7kNvwEVv7nQ&_nc_oc=Ado4M6-1WBTzevQHlHebvbSMblHnUerw8IzqtEd7wmk6KIzIfOYBUYiutNnKYQ6-Cwg&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&_nc_gid=vn9-iDnvc4LJ67tCodpf1w&_nc_ss=72289&oh=00_AQAZjUaYJwUAhphokYI4OjYHWidva0RlbeCk6O3yPYbEtQ&oe=6A5FEBB6
77,commerce de détail de Fruits et légume FOUAD BALI CHELGOUM LAID,"24.368.024,00",fourniture et livraison des légumes et des fruits,année 2026,10/12/2025,Mila,Tadjenanet,0,,824816543646450,https://www.facebook.com/permalink.php?story_fbid=pfbid02igJ2r2MUFRTPEogw5TWDaGjk95zxMyDhqf6SXYyeDVARs9PacRTgQqATpNMxuqJCl&id=100083543343398,https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-6/599961480_824816480313123_3717538123933303880_n.jpg?stp=dst-jpg_tt6&cstp=mx690x964&ctp=s590x590&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Hu-OQkJlztkQ7kNvwEVv7nQ&_nc_oc=Ado4M6-1WBTzevQHlHebvbSMblHnUerw8IzqtEd7wmk6KIzIfOYBUYiutNnKYQ6-Cwg&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&_nc_gid=vn9-iDnvc4LJ67tCodpf1w&_nc_ss=72289&oh=00_AQAZjUaYJwUAhphokYI4OjYHWidva0RlbeCk6O3yPYbEtQ&oe=6A5FEBB6
78,"COMMERCE EN GROS DE BOISSONS NON ALCOOLISEES VIANDE DEBOCHERIE, OEOEUFS, LAPINS, VOLAILLE, PRODUITS LIES AI 'ALIMENTATION HUMAINE LOTFI LEMMOUSSI FERDJIOUA","33.938.400,00",fourniture et livraison des viandes,année 2026,10/12/2025,Mila,Tadjenanet,0,,824816543646450,https://www.facebook.com/permalink.php?story_fbid=pfbid02igJ2r2MUFRTPEogw5TWDaGjk95zxMyDhqf6SXYyeDVARs9PacRTgQqATpNMxuqJCl&id=100083543343398,https://scontent-ord5-3.xx.fbcdn.net/v/t39.30808-6/599961480_824816480313123_3717538123933303880_n.jpg?stp=dst-jpg_tt6&cstp=mx690x964&ctp=s590x590&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Hu-OQkJlztkQ7kNvwEVv7nQ&_nc_oc=Ado4M6-1WBTzevQHlHebvbSMblHnUerw8IzqtEd7wmk6KIzIfOYBUYiutNnKYQ6-Cwg&_nc_zt=23&_nc_ht=scontent-ord5-3.xx&_nc_gid=vn9-iDnvc4LJ67tCodpf1w&_nc_ss=72289&oh=00_AQAZjUaYJwUAhphokYI4OjYHWidva0RlbeCk6O3yPYbEtQ&oe=6A5FEBB6
79,تجارة بالجملة للمنتجات المرتبطة بتغذية الإنسان فاتح بوقطاية - شلغوم العيد,"25.292.278,70",الحصة رقم 01 تموين وتسليم المواد الغذائية العامة,لسنة 2026,10/12/2025,ميلة,تاجنانت,0,,824816543646450,https://www.facebook.com/permalink.php?story_fbid=pfbid02igJ2r2MUFRTPEogw5TWDaGjk95zxMyDhqf6SXYyeDVARs9PacRTgQqATpNMxuqJCl&id=100083543343398,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/600319780_824816520313119_503307400518338616_n.jpg?stp=dst-jpg_tt6&cstp=mx921x1285&ctp=s590x590&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=DlvetAaV7XoQ7kNvwHY4J_l&_nc_oc=AdqE3gjs-dnHwDFwmE8zzNlBgb1BFdo3VPxIEacfcTMLWrunzpQfe7zDB2-_f3XqGMg&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=vn9-iDnvc4LJ67tCodpf1w&_nc_ss=72289&oh=00_AQCfeCF1esqyM5rcmWMQetqLDFU-e4nC_EkNX3HlG2XgWg&oe=6A600792
80,المخبز الصناعية ياسر كوكو تاجنانت,"2.148.800,00",الحصة رقم 02 تموين وتسليم الخبز,لسنة 2026,10/12/2025,ميلة,تاجنانت,0,,824816543646450,https://www.facebook.com/permalink.php?story_fbid=pfbid02igJ2r2MUFRTPEogw5TWDaGjk95zxMyDhqf6SXYyeDVARs9PacRTgQqATpNMxuqJCl&id=100083543343398,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-6/600319780_824816520313119_503307400518338616_n.jpg?stp=dst-jpg_tt6&cstp=mx921x1285&ctp=s590x590&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=DlvetAaV7XoQ7kNvwHY4J_l&_nc_oc=AdqE3gjs-dnHwDFwmE8zzNlBgb1BFdo3VPxIEacfcTMLWrunzpQfe7zDB2-_f3XqGMg&_nc_zt=23&_nc_ht=scontent-ord5-2.xx&_nc_gid=vn9-iDnvc4LJ67tCodpf1w&_nc_ss=72289&oh=00_AQCfeCF1esqyM5rcmWMQetqLDFU-e4nC_EkNX3HlG2XgWg&oe=6A600792
